,Date,Open,High,Low,Close,Adj Close,Volume,interest_rate,Trend,Seasonal,Residual,SMA,EMA,RSI
54,1999-12-17,16.6875,17.25,16.6875,17.125,10.779654,37300,5.72,17.392708333333328,0.20489826023039345,-0.47260659356372137,17.125,17.21087601974159,27.77777777777777
55,1999-12-20,17.0,17.0,16.8125,16.9375,10.661624,31300,5.72,17.32395833333333,-0.4437196897696066,0.057261356436276556,17.025,17.119750679827728,27.77777777777777
56,1999-12-21,16.9375,17.0625,16.875,17.0,10.700965,11800,5.59,17.275,-0.11299316114215364,-0.16200683885784495,17.0,17.07983378655182,42.857142857142854
57,1999-12-22,17.125,17.375,17.125,17.1875,10.818988,6300,5.59,17.22708333333333,-0.24509857565195986,0.20551524231863055,17.0125,17.115722524367882,52.94117647058823
58,1999-12-23,17.1875,17.25,17.0,17.125,10.779654,3700,5.59,17.175,0.09502008807353138,-0.1450200880735321,17.075,17.118815016245257,69.23076923076923
59,1999-12-27,17.0625,17.125,17.0625,17.125,10.779654,2400,5.61,17.130208333333332,0.3911632333676469,-0.39637156670097906,17.075,17.120876677496838,50.0
60,1999-12-28,17.0625,17.625,17.0625,17.375,10.937017,65600,5.63,17.108333333333334,0.4251332737598042,-0.15846660709313848,17.1625,17.20558445166456,88.88888888888889
61,1999-12-29,17.4375,17.4375,17.125,17.25,10.858332,9600,5.71,17.087500000000002,0.07717449081862751,0.08532550918137036,17.2125,17.22038963444304,70.0
62,1999-12-30,17.125,17.375,17.125,17.3125,10.897673,5100,5.58,17.05520833333333,0.2994282210147075,-0.042136554348036814,17.2375,17.251093089628696,62.50000000000001
63,1999-12-31,17.25,17.375,17.1875,17.1875,10.818988,13000,5.42,17.022916666666664,-0.1258470066323533,0.2904303399656897,17.25,17.229895393085798,55.55555555555556
64,2000-01-03,17.4375,17.5,16.625,16.625,10.464918,64600,5.42,16.99791666666667,0.3106309351323527,-0.6835476017990212,17.15,17.028263595390534,27.77777777777777
65,2000-01-04,16.625,16.625,15.625,15.875,9.992814,81900,5.42,16.991666666666664,0.33074210924999936,-1.447408775916663,16.85,16.643842396927024,3.846153846153854
66,2000-01-05,15.75,15.75,15.0,15.75,9.914131,38100,5.48,16.99791666666667,0.23761229728921457,-1.485528963955883,16.55,16.345894931284683,3.846153846153854
67,2000-01-06,15.75,16.25,15.75,16.0,10.071498,41200,5.42,17.00833333333333,0.5333961268970575,-1.5417294602303868,16.2875,16.230596620856456,13.793103448275858
68,2000-01-07,15.875,16.25,15.75,15.875,9.992814,34700,5.42,17.023958333333333,0.4848904565048981,-1.633848789838231,16.025,16.112064413904307,13.793103448275858
69,2000-01-10,16.5,16.5,16.0,16.0,10.071498,94200,5.51,17.045833333333334,-0.07113732918137602,-0.9746960041519582,15.9,16.07470960926954,27.272727272727266
70,2000-01-11,16.125,16.875,16.0,16.4375,10.34689,39700,5.42,17.072916666666668,0.12151322199509693,-0.7569298886617648,16.0125,16.195639739513027,76.47058823529412
71,2000-01-12,16.5,17.125,16.5,17.125,10.779654,25100,5.42,17.106250000000003,0.016259431995096076,0.0024905680049010816,16.2875,16.505426493008684,92.3076923076923
72,2000-01-13,17.25,17.5,16.875,16.9375,10.661624,62000,5.42,17.143750000000004,0.0041376402303912735,-0.21038764023039552,16.475,16.649450995339123,80.0
73,2000-01-14,17.0,17.75,16.875,17.5,11.0157,183100,5.46,17.1875,-0.5163103089852934,0.8288103089852934,16.8,16.932967330226084,90.625
74,2000-01-18,17.75,18.25,17.75,18.0,11.330432,77300,5.31,17.234375,-0.4652753380539213,1.2309003380539214,17.2,17.28864488681739,92.10526315789474
75,2000-01-19,18.0,18.375,17.9375,18.25,11.487799,34500,5.56,17.275,-0.35857961643627345,1.3335796164362748,17.5625,17.609096591211596,91.42857142857143
76,2000-01-20,18.25,18.25,17.375,17.5,11.0157,42200,5.54,17.302083333333332,-0.28054116918137295,0.4784578358480408,17.6375,17.572731060807733,58.33333333333334
77,2000-01-21,17.4375,17.5,17.25,17.375,10.937017,16000,5.4,17.32291666666667,-0.29243802859313534,0.34452136192646393,17.725,17.506820707205158,60.0
78,2000-01-24,17.5,17.5,17.0,17.125,10.779654,10700,5.4,17.346875000000004,-0.5340616523186245,0.3121866523186202,17.65,17.379547138136772,39.99999999999999
79,2000-01-25,17.125,17.5,17.0625,17.25,10.858332,19200,5.4,17.381250000000005,-0.3668045558480404,0.23555455584803542,17.5,17.33636475875785,25.0
80,2000-01-26,17.25,17.5,17.25,17.4375,10.976358,16600,5.54,17.44583333333334,-0.440755910357843,0.43242257702450304,17.3375,17.37007650583857,21.73913043478261
81,2000-01-27,17.4375,18.0,17.4375,17.5,11.0157,33600,5.52,17.533333333333335,0.1725095045441159,-0.2058428378774509,17.3375,17.413384337225715,50.0
82,2000-01-28,17.625,17.625,17.3125,17.375,10.937017,3900,5.45,17.618750000000002,0.38758153846568666,-0.6313315384656888,17.3375,17.40058955815048,50.0
83,2000-01-31,17.125,17.5,17.125,17.5,11.0157,53900,5.4,17.705208333333335,0.16147151258333395,-0.3666798459166689,17.4125,17.43372637210032,80.0
84,2000-02-01,17.375,17.75,17.375,17.75,11.173072,15400,4.96,17.796875,0.20489826023039345,-0.2517732602303935,17.5125,17.539150914733547,83.33333333333333
85,2000-02-02,18.0,18.125,17.875,17.9375,11.291094,92700,4.96,17.886458333333337,-0.4437196897696066,0.49476135643626945,17.6125,17.6719339431557,83.33333333333333
86,2000-02-03,18.0625,18.125,17.9375,18.0,11.330432,35200,4.96,17.964583333333337,-0.11299316114215364,0.1484098278088165,17.7125,17.781289295437134,83.33333333333333
87,2000-02-04,18.125,18.5625,18.125,18.4375,11.60583,51500,5.33,18.053125,-0.24509857565195986,0.6294735756519585,17.925,18.00002619695809,100.0
88,2000-02-07,18.4375,18.5625,18.375,18.5,11.645165,25200,4.86,18.179166666666667,0.09502008807353138,0.22581324525980148,18.125,18.166684131305395,100.0
89,2000-02-08,18.5,18.875,18.5,18.5625,11.684511,45300,4.61,18.31458333333334,0.3911632333676469,-0.14324656670098546,18.2875,18.2986227542036,100.0
90,2000-02-09,18.75,18.75,18.375,18.375,11.566486,9100,4.88,18.440625000000004,0.4251332737598042,-0.49075827375980846,18.375,18.324081836135733,76.92307692307693
91,2000-02-10,18.5,18.5,17.875,17.875,11.251753,9700,3.99,18.58125,0.07717449081862751,-0.7834244908186282,18.35,18.174387890757156,45.0
92,2000-02-11,17.875,18.0,17.875,17.9375,11.291094,24700,3.99,18.73645833333333,0.2994282210147075,-1.098386554348039,18.25,18.095425260504772,21.42857142857143
93,2000-02-14,18.0625,18.0625,17.875,18.0,11.330432,7100,3.99,18.895833333333336,-0.1258470066323533,-0.7699863267009824,18.15,18.063616840336515,21.42857142857143
94,2000-02-15,17.875,18.0,17.875,17.875,11.251753,4900,5.43,19.056250000000002,0.3106309351323527,-1.4918809351323548,18.0125,18.000744560224344,13.333333333333329
95,2000-02-16,17.875,18.5,17.875,18.5,11.645165,69000,5.38,19.211458333333336,0.33074210924999936,-1.0422004425833358,18.0375,18.167163040149564,54.54545454545455
96,2000-02-17,18.5,18.6875,18.3125,18.375,11.566486,28100,5.41,19.364583333333336,0.23761229728921457,-1.2271956306225502,18.1375,18.236442026766376,75.0
97,2000-02-18,18.375,18.5625,18.375,18.5,11.645165,5000,5.54,19.53333333333334,0.5333961268970575,-1.566729460230396,18.25,18.324294684510917,76.47058823529412
98,2000-02-22,18.625,18.8125,18.5625,18.5625,11.684511,10700,5.61,19.714583333333337,0.4848904565048981,-1.6369737898382353,18.3625,18.40369645634061,76.47058823529412
99,2000-02-23,18.5625,18.9375,18.5625,18.8125,11.841881,5700,5.61,19.910416666666663,-0.07113732918137602,-1.026779337485287,18.55,18.539964304227077,89.47368421052632
100,2000-02-24,18.875,19.125,18.875,19.0,11.959903,61800,5.61,20.12395833333333,0.12151322199509693,-1.2454715553284277,18.65,18.693309536151386,83.33333333333333
101,2000-02-25,19.0,19.25,19.0,19.25,12.11727,41400,5.74,20.34375,0.016259431995096076,-1.1100094319950962,18.825,18.878873024100926,100.0
102,2000-02-28,19.25,20.125,19.25,20.125,12.668053,35700,5.63,20.548958333333324,0.0041376402303912735,-0.4280959735637156,19.15,19.29424868273395,100.0
103,2000-02-29,21.75,21.875,21.625,21.875,13.769621,79900,5.59,20.73333333333333,-0.5163103089852934,1.6579769756519627,19.8125,20.154499121822635,100.0
104,2000-03-01,22.5,22.75,21.75,21.75,13.690939,140600,5.58,20.892708333333335,-0.4652753380539213,1.3225670047205864,20.4,20.686332747881757,96.07843137254902
105,2000-03-02,22.0,22.25,22.0,22.0625,13.887649,26600,5.56,21.02916666666666,-0.35857961643627345,1.3919129497696119,21.0125,21.145055165254504,96.22641509433963
106,2000-03-03,22.125,22.125,22.0625,22.125,13.926991,17300,5.56,21.173958333333328,-0.28054116918137295,1.231582835848045,21.5875,21.471703443503003,96.0
107,2000-03-06,22.0625,22.25,22.0625,22.0625,13.887649,9900,5.56,21.318749999999998,-0.29243802859313534,1.0361880285931375,21.975,21.668635629002004,91.89189189189189
108,2000-03-07,22.125,22.125,21.75,22.0,13.848312,26200,5.56,21.420833333333327,-0.5340616523186245,1.1132283189852972,22.0,21.779090419334672,60.0
109,2000-03-08,22.0,22.1875,22.0,22.0,13.848312,31700,5.83,21.485416666666662,-0.3668045558480404,0.8813878891813782,22.05,21.852726946223115,75.0
110,2000-03-09,21.875,22.0,21.75,22.0,13.848312,7800,5.47,21.54895833333333,-0.440755910357843,0.8917975770245116,22.0375,21.901817964148744,33.33333333333333
111,2000-03-10,22.0,22.125,21.9375,22.125,13.926991,5200,5.44,21.612499999999997,0.1725095045441159,0.33999049545588694,22.0375,21.976211976099165,50.0
112,2000-03-13,22.375,23.125,22.25,22.875,14.399093,27900,5.36,21.679166666666667,0.38758153846568666,0.8082517948676462,22.2,22.275807984066113,93.33333333333333
113,2000-03-14,22.875,23.0,22.875,22.875,14.399093,1300,5.36,21.75104166666667,0.16147151258333395,0.9624868207499968,22.375,22.475538656044076,100.0
114,2000-03-15,23.125,24.125,22.625,24.125,15.185929,29000,5.36,21.831249999999997,0.20489826023039345,2.0888517397696096,22.8,23.025359104029384,100.0
115,2000-03-16,24.125,25.0,24.125,24.375,15.343298,19500,5.53,21.93125,-0.4437196897696066,2.887469689769608,23.275,23.475239402686256,100.0
116,2000-03-17,23.375,24.75,23.375,24.75,15.57935,73300,5.46,22.070833333333336,-0.11299316114215364,2.7921598278088173,23.8,23.90015960179084,100.0
117,2000-03-20,24.0,24.25,23.875,24.0,15.107246,134700,5.52,22.21875,-0.24509857565195986,2.02634857565196,24.025,23.933439734527227,71.42857142857143
118,2000-03-21,23.75,24.0,23.75,24.0,15.107246,172200,5.61,22.319791666666667,0.09502008807353138,1.5851882452598014,24.25,23.955626489684818,71.42857142857143
119,2000-03-22,23.75,23.75,22.625,22.625,14.241725,35900,5.58,22.391666666666666,0.3911632333676469,-0.15782990003431263,23.95,23.512084326456545,22.727272727272734
120,2000-03-23,22.625,22.625,22.5,22.5,14.163041,1300,5.58,22.448958333333334,0.4251332737598042,-0.37409160709313777,23.575,23.174722884304366,14.285714285714292
121,2000-03-24,22.5,22.5,22.375,22.4375,14.123702,5600,5.58,22.485416666666666,0.07717449081862751,-0.12509115748529323,23.1125,22.92898192286958,0.0
122,2000-03-27,22.1875,22.1875,22.0,22.0625,13.887649,19600,5.87,22.506249999999998,0.2994282210147075,-0.7431782210147053,22.725,22.640154615246388,0.0
123,2000-03-28,22.0625,22.0625,19.75,20.0,12.589375,42600,5.79,22.511458333333334,-0.1258470066323533,-2.3856113267009804,21.925,21.760103076830926,0.0
124,2000-03-29,19.75,19.875,19.75,19.75,12.431998,77000,5.64,22.49375,0.3106309351323527,-3.054380935132351,21.35,21.090068717887284,0.0
125,2000-03-30,19.8125,20.5,19.8125,20.4375,12.86477,18700,5.71,22.462499999999995,0.33074210924999936,-2.355742109249994,20.9375,20.87254581192486,20.0
126,2000-03-31,20.4375,20.4375,20.25,20.25,12.746736,23500,5.7,22.439583333333324,0.23761229728921457,-2.427195630622539,20.5,20.66503054128324,19.298245614035082
127,2000-04-03,20.25,20.6875,20.25,20.625,12.982795,4000,5.7,22.449999999999996,0.5333961268970575,-2.3583961268970532,20.2125,20.65168702752216,29.82456140350878
128,2000-04-04,20.625,20.875,20.625,20.75,13.061472,77700,5.7,22.489583333333332,0.4848904565048981,-2.22447378983823,20.3625,20.68445801834811,73.07692307692308
129,2000-04-05,20.75,21.4375,20.625,21.4375,13.494238,32700,5.76,22.513541666666665,-0.07113732918137602,-1.004904337485289,20.7,20.935472012232076,90.9090909090909
130,2000-04-06,21.375,22.4375,21.125,22.375,14.084367,12500,5.67,22.54375,0.12151322199509693,-0.29026322199509624,21.0875,21.415314674821385,91.89189189189189
131,2000-04-07,22.25,24.4375,22.25,24.25,15.264616,44500,5.76,22.55833333333333,0.016259431995096076,1.6754072346715738,21.8875,22.36020978321426,100.0
132,2000-04-10,24.25,24.25,24.0,24.0,15.107246,16100,5.79,22.542708333333337,0.0041376402303912735,1.4531540264362717,22.5625,22.90680652214284,93.54838709677419
133,2000-04-11,24.125,24.125,24.0,24.0625,15.146591,6300,5.71,22.54375,-0.5163103089852934,2.035060308985294,23.225,23.29203768142856,93.44262295081967
134,2000-04-12,24.0,24.0,23.8125,23.875,15.028561,3800,5.71,22.564583333333335,-0.4652753380539213,1.7756920047205864,23.7125,23.486358454285707,86.79245283018868
135,2000-04-13,23.75,23.75,23.375,23.375,14.713828,4900,5.71,22.601041666666664,-0.35857961643627345,1.1325379497696098,23.9125,23.449238969523805,67.3913043478261
136,2000-04-14,23.25,23.25,23.0,23.0,14.477775,10200,5.79,22.646874999999998,-0.28054116918137295,0.6336661691813751,23.6625,23.299492646349204,4.545454545454547
137,2000-04-17,22.875,22.875,22.375,22.4375,14.123702,15500,5.85,22.711458333333336,-0.29243802859313534,0.018479695259798923,23.35,23.012161764232804,3.7037037037037095
138,2000-04-18,22.3125,22.3125,21.875,21.9375,13.808969,2900,5.67,22.834375000000005,-0.5340616523186245,-0.3628133476813805,22.925,22.653941176155204,0.0
139,2000-04-19,21.8125,21.9375,21.0,21.0,13.218836,20400,5.66,23.01041666666667,-0.3668045558480404,-1.643612110818631,22.35,22.102627450770136,0.0
140,2000-04-20,21.0,21.15625,20.9375,21.125,13.297526,78800,5.7,23.190625,-0.440755910357843,-1.6248690896421576,21.9,21.776751633846757,5.0
141,2000-04-24,21.0625,21.625,21.0,21.625,13.612257,15100,5.7,23.37083333333334,0.1725095045441159,-1.9183428378774565,21.625,21.72616775589784,23.80952380952381
142,2000-04-25,21.875,24.5,21.6875,24.0,15.107246,74600,5.7,23.556250000000002,0.38758153846568666,0.05616846153431121,21.9375,22.484111837265228,67.6056338028169
143,2000-04-26,24.25,24.25,23.8125,24.125,15.185929,67700,5.7,23.743750000000002,0.16147151258333395,0.21977848741666392,22.375,23.03107455817682,76.92307692307693
144,2000-04-27,24.0,24.375,24.0,24.3125,15.303955,12600,5.81,23.91666666666667,0.20489826023039345,0.19093507310293514,23.0375,23.45821637211788,100.0
145,2000-04-28,24.5,26.0,24.375,26.0,16.366188,43100,5.77,24.05833333333333,-0.4437196897696066,2.3853863564362765,24.0125,24.30547758141192,100.0
146,2000-05-01,26.25,26.5,24.0,24.0,15.107246,97500,5.76,24.146874999999998,-0.11299316114215364,-0.033881838857844224,24.4875,24.203651720941284,68.62745098039215
147,2000-05-02,24.125,24.125,23.75,23.8125,14.989218,6100,5.73,24.16875,-0.24509857565195986,-0.11115142434803943,24.45,24.073267813960857,47.76119402985075
148,2000-05-03,23.5625,24.375,23.5625,24.25,15.264616,23000,5.73,24.151041666666664,0.09502008807353138,0.003938245259804324,24.475,24.132178542640574,51.388888888888886
149,2000-05-04,24.0,24.0,23.625,23.625,14.871199,6300,5.73,24.129166666666666,0.3911632333676469,-0.8953299000343133,24.3375,23.96311902842705,43.037974683544306
150,2000-05-05,23.5,23.875,23.5,23.6875,14.910537,6200,5.81,24.118749999999995,0.4251332737598042,-0.8563832737597992,23.875,23.871246018951368,15.094339622641513
151,2000-05-08,23.5625,24.125,23.5,24.0,15.107246,20400,5.85,24.120833333333326,0.07717449081862751,-0.19800782415195398,23.875,23.914164012634245,50.0
152,2000-05-09,24.125,24.375,24.0625,24.375,15.343298,19900,5.78,24.152083333333323,0.2994282210147075,-0.07651155434803042,23.9875,24.067776008422832,65.51724137931035
153,2000-05-10,24.5,25.0625,24.375,25.0625,15.77605,23400,5.76,24.21979166666666,-0.1258470066323533,0.9685553399656947,24.15,24.39935067228189,69.69696969696969
154,2000-05-11,25.125,25.75,25.125,25.25,15.894081,30200,5.72,24.339583333333323,0.3106309351323527,0.5997857315343245,24.475,24.68290044818793,100.0
155,2000-05-12,25.0,25.75,24.875,25.75,16.208815,32300,5.72,24.514583333333327,0.33074210924999936,0.9046745574166735,24.8875,25.038600298791955,100.0
156,2000-05-15,25.75,26.5,25.625,25.75,16.208815,73700,5.72,24.690624999999994,0.23761229728921457,0.8217627027107919,25.2375,25.275733532527973,100.0
157,2000-05-16,25.8125,26.5,25.625,26.25,16.523552,26100,5.73,24.803124999999998,0.5333961268970575,0.9134788731029446,25.6125,25.600489021685316,100.0
158,2000-05-17,26.375,26.5,26.25,26.375,16.602232,5300,5.68,24.85729166666666,0.4848904565048981,1.0328178768284404,25.875,25.858659347790216,100.0
159,2000-05-18,26.375,26.375,26.0625,26.1875,16.484209,9400,5.77,24.897916666666664,-0.07113732918137602,1.3607206625147124,26.0625,25.968272898526813,85.71428571428571
160,2000-05-19,26.1875,26.1875,26.0,26.125,16.444881,38200,5.79,24.90416666666666,0.12151322199509693,1.0993201113382416,26.1375,26.020515265684544,71.42857142857143
161,2000-05-22,26.0,26.0,25.8125,25.8125,16.248167,6700,5.75,24.924999999999997,0.016259431995096076,0.8712405680049068,26.15,25.951176843789696,52.631578947368425
162,2000-05-23,25.375,25.375,23.75,23.75,14.949883,63200,5.75,25.00833333333333,0.0041376402303912735,-1.2624709735637205,25.65,25.21745122919313,4.545454545454547
163,2000-05-24,23.25,23.625,23.0,23.25,14.635143,33100,5.75,25.112499999999997,-0.5163103089852934,-1.3461896910147038,25.025,24.561634152795424,0.0
164,2000-05-25,23.375,23.5,23.375,23.375,14.713828,12500,5.81,25.256250000000005,-0.4652753380539213,-1.4159746619460836,24.4625,24.16608943519695,4.081632653061234
165,2000-05-26,23.375,23.625,23.25,23.25,14.635143,64800,5.8,25.43125,-0.35857961643627345,-1.8226703835637252,23.8875,23.860726290131304,4.0
166,2000-05-30,23.25,23.25,22.8125,23.25,14.635143,89000,5.9,25.590624999999996,-0.28054116918137295,-2.060083830818623,23.375,23.657150860087537,4.444444444444457
167,2000-05-31,23.25,24.1875,23.25,24.0625,15.146591,68300,5.77,25.745833333333334,-0.29243802859313534,-1.3908953047401982,23.4375,23.792267240058358,60.0
168,2000-06-01,24.0625,24.75,24.0625,24.375,15.343298,38200,5.76,25.923958333333335,-0.5340616523186245,-1.0148966810147106,23.6625,23.98651149337224,90.9090909090909
169,2000-06-02,24.5,26.0,24.5,25.75,16.208815,62400,5.76,26.103125000000002,-0.3668045558480404,0.01367955584803826,24.1375,24.574340995581494,95.23809523809524
170,2000-06-05,25.625,27.0,25.375,26.875,16.916964,145400,5.76,26.272916666666667,-0.440755910357843,1.042839243691176,24.8625,25.341227330387664,100.0
171,2000-06-06,26.875,26.875,26.375,26.4375,16.641575,61200,5.82,26.47083333333334,0.1725095045441159,-0.20584283787745444,25.5,25.70665155359178,89.23076923076923
172,2000-06-07,26.4375,26.4375,25.9375,25.9375,16.326841,16400,5.81,26.72708333333333,0.38758153846568666,-1.177164871799016,25.875,25.783601035727855,75.0
173,2000-06-08,25.8125,25.8125,25.375,25.4375,16.012106,32200,6.02,26.977083333333333,0.16147151258333395,-1.7010548459166668,26.0875,25.66823402381857,63.492063492063494
174,2000-06-09,25.375,25.4375,25.25,25.4375,16.012106,29700,6.04,27.128125,0.20489826023039345,-1.8955232602303942,26.025,25.591322682545716,43.90243902439024
175,2000-06-12,25.4375,25.4375,24.5,25.25,15.894081,75500,5.98,27.227083333333336,-0.4437196897696066,-1.53336364356373,25.7,25.47754845503048,0.0
176,2000-06-13,24.75,26.0,24.75,26.0,16.366188,185700,5.98,27.338541666666668,-0.11299316114215364,-1.225548505524514,25.6125,25.65169897002032,38.70967741935484
177,2000-06-14,26.0,26.9375,26.0,26.8125,16.877623,162900,5.98,27.483333333333334,-0.24509857565195986,-0.4257347576813744,25.7875,26.038632646680217,69.44444444444444
178,2000-06-15,27.0625,28.0,27.0625,27.5,17.31039,104300,6.07,27.67708333333333,0.09502008807353138,-0.27210342140685995,26.2,26.525755097786814,92.3076923076923
179,2000-06-16,27.5,29.25,27.5,29.0,18.254591,222700,6.02,27.929166666666667,0.3911632333676469,0.679670099965686,26.9125,27.350503398524545,95.23809523809524
180,2000-06-19,29.25,29.375,28.75,28.8125,18.136564,197500,5.98,28.24166666666666,0.4251332737598042,0.14570005957353577,27.625,27.837835599016366,95.23809523809524
